9/13/2015 13:54,Peter Pan's Poor Nanna,12.6,92.1,425,f
9/13/2015 13:54,Bill T. Sherm's Tank-A-Palooza,36.6,108.8,398,f
9/13/2015 13:59,Team Shokunbi,35.2,92,329,a
9/13/2015 13:59,Goodels Goons,65.2,116.6,278,a
9/13/2015 13:59,Russell Wilsons Secret Stuff,35.9,92.3,317,b
9/13/2015 13:59,Urban Fervor,45.2,113.3,385,b
9/13/2015 13:59,The Fucking JFK Mystery Bullets,39.2,111,395,c
9/13/2015 13:59,Loafs n' Jugs,19,95.1,421,c
9/13/2015 13:59,12.5 PSI,21.5,92.9,438,d
9/13/2015 13:59,Pierre Paul's  Index Finger,39.5,103.3,331,d
9/13/2015 13:59,Cameron's Cuties,44.9,120.1,371,e
9/13/2015 13:59,The NFP Project,57.3,127.8,392,e
9/13/2015 13:59,Peter Pan's Poor Nanna,13.8,92.5,417,f
9/13/2015 13:59,Bill T. Sherm's Tank-A-Palooza,36.6,106.2,387,f
9/13/2015 14:04,Team Shokunbi,31.3,87.8,328,a
9/13/2015 14:04,Goodels Goons,65.7,116.3,274,a
9/13/2015 14:04,Russell Wilsons Secret Stuff,43.2,98.9,313,b
9/13/2015 14:04,Urban Fervor,45.2,113,384,b
9/13/2015 14:04,The Fucking JFK Mystery Bullets,38.2,109.3,391,c
9/13/2015 14:04,Loafs n' Jugs,19.5,95,418,c
9/13/2015 14:04,12.5 PSI,22.3,93.1,435,d
9/13/2015 14:04,Pierre Paul's  Index Finger,38.5,101.5,325,d
9/13/2015 14:04,Cameron's Cuties,45.9,120.2,365,e
9/13/2015 14:04,The NFP Project,58.8,128.4,386,e
9/13/2015 14:04,Peter Pan's Poor Nanna,13.8,92,414,f
9/13/2015 14:04,Bill T. Sherm's Tank-A-Palooza,36,104.9,384,f
9/13/2015 14:09,Team Shokunbi,31.9,87.1,320,a
9/13/2015 14:09,Goodels Goons,62.7,112,267,a
9/13/2015 14:09,Russell Wilsons Secret Stuff,43.4,97.5,305,b
9/13/2015 14:09,Urban Fervor,45.2,112.3,381,b
9/13/2015 14:09,The Fucking JFK Mystery Bullets,37.8,107.4,382,c
9/13/2015 14:09,Loafs n' Jugs,23.7,97.9,411,c
9/13/2015 14:09,12.5 PSI,23.3,92.6,426,d
9/13/2015 14:09,Pierre Paul's  Index Finger,39.2,101.2,318,d
9/13/2015 14:09,Cameron's Cuties,52.4,125.8,359,e
9/13/2015 14:09,The NFP Project,61.5,130,378,e
9/13/2015 14:09,Peter Pan's Poor Nanna,13.8,91.2,409,f
9/13/2015 14:09,Bill T. Sherm's Tank-A-Palooza,36,103.6,377,f
9/13/2015 14:14,Team Shokunbi,32.9,86.9,312,a
9/13/2015 14:14,Goodels Goons,63.3,111.5,261,a
9/13/2015 14:14,Russell Wilsons Secret Stuff,45.6,98.2,297,b
9/13/2015 14:14,Urban Fervor,45.2,111.9,379,b
9/13/2015 14:14,The Fucking JFK Mystery Bullets,40.1,108.1,373,c
9/13/2015 14:14,Loafs n' Jugs,23.7,97.2,406,c
9/13/2015 14:14,12.5 PSI,23.3,91.3,418,d
9/13/2015 14:14,Pierre Paul's  Index Finger,39.2,100.1,310,d
9/13/2015 14:14,Cameron's Cuties,52.4,125,353,e
9/13/2015 14:14,The NFP Project,61.5,129,371,e
9/13/2015 14:14,Peter Pan's Poor Nanna,14.6,91.4,405,f
9/13/2015 14:14,Bill T. Sherm's Tank-A-Palooza,34,100.2,370,f
9/13/2015 14:19,Team Shokunbi,34.1,85.4,294,a
9/13/2015 14:19,Goodels Goons,64.2,109.4,242,a
9/13/2015 14:19,Russell Wilsons Secret Stuff,47.4,95.2,280,b
9/13/2015 14:19,Urban Fervor,45.5,111.8,377,b
9/13/2015 14:19,The Fucking JFK Mystery Bullets,43.2,108.6,358,c
9/13/2015 14:19,Loafs n' Jugs,23.7,95.8,395,c
9/13/2015 14:19,12.5 PSI,29.4,95.6,402,d
9/13/2015 14:19,Pierre Paul's  Index Finger,39.6,98.3,299,d
9/13/2015 14:19,Cameron's Cuties,53.4,124.8,344,e
9/13/2015 14:19,The NFP Project,64.4,129.9,362,e
9/13/2015 14:19,Peter Pan's Poor Nanna,16.5,90.5,389,f
9/13/2015 14:19,Bill T. Sherm's Tank-A-Palooza,36.9,102.2,365,f
9/13/2015 14:24,Team Shokunbi,34.3,84.5,288,a
9/13/2015 14:24,Goodels Goons,64.2,108.1,235,a
9/13/2015 14:24,Russell Wilsons Secret Stuff,49.1,95.8,275,b
9/13/2015 14:24,Urban Fervor,47.1,112.6,373,b
9/13/2015 14:24,The Fucking JFK Mystery Bullets,43.3,107.8,354,c
9/13/2015 14:24,Loafs n' Jugs,23.7,94.6,389,c
9/13/2015 14:24,12.5 PSI,30.4,95.9,396,d
9/13/2015 14:24,Pierre Paul's  Index Finger,39.6,97.7,296,d
9/13/2015 14:24,Cameron's Cuties,53.4,124.3,341,e
9/13/2015 14:24,The NFP Project,64.7,129.4,356,e
9/13/2015 14:24,Peter Pan's Poor Nanna,17.1,89.8,381,f
9/13/2015 14:24,Bill T. Sherm's Tank-A-Palooza,38.4,102.7,359,f
9/13/2015 14:29,Team Shokunbi,35.6,81.4,263,a
9/13/2015 14:29,Goodels Goons,65.2,104.5,212,a
9/13/2015 14:29,Russell Wilsons Secret Stuff,53.4,96.9,252,b
9/13/2015 14:29,Urban Fervor,49,111.1,357,b
9/13/2015 14:29,The Fucking JFK Mystery Bullets,43.1,103.2,330,c
9/13/2015 14:29,Loafs n' Jugs,23.7,89.8,365,c
9/13/2015 14:29,12.5 PSI,30.3,91.5,371,d
9/13/2015 14:29,Pierre Paul's  Index Finger,41.8,96.1,268,d
9/13/2015 14:29,Cameron's Cuties,50.6,117.8,320,e
9/13/2015 14:29,The NFP Project,66.7,128.2,326,e
9/13/2015 14:29,Peter Pan's Poor Nanna,23.8,94,365,f
9/13/2015 14:29,Bill T. Sherm's Tank-A-Palooza,39.6,96.6,321,f
9/13/2015 14:34,Team Shokunbi,38.6,84,261,a
9/13/2015 14:34,Goodels Goons,78.3,116.4,206,a
9/13/2015 14:34,Russell Wilsons Secret Stuff,53.4,96.3,249,b
9/13/2015 14:34,Urban Fervor,54.9,116.6,355,b
9/13/2015 14:34,The Fucking JFK Mystery Bullets,51,110.6,327,c
9/13/2015 14:34,Loafs n' Jugs,23.7,89.1,361,c
9/13/2015 14:34,12.5 PSI,30.4,91,368,d
9/13/2015 14:34,Pierre Paul's  Index Finger,40.8,94.3,263,d
9/13/2015 14:34,Cameron's Cuties,50.6,116.9,315,e
9/13/2015 14:34,The NFP Project,66.7,127.5,321,e
9/13/2015 14:34,Peter Pan's Poor Nanna,28.9,98.5,361,f
9/13/2015 14:34,Bill T. Sherm's Tank-A-Palooza,39.6,95.8,317,f
9/13/2015 14:39,Team Shokunbi,38.9,83.4,255,a
9/13/2015 14:39,Goodels Goons,78.3,115.4,200,a
9/13/2015 14:39,Russell Wilsons Secret Stuff,55.2,96.7,242,b
9/13/2015 14:39,Urban Fervor,54.9,116.2,353,b
9/13/2015 14:39,The Fucking JFK Mystery Bullets,53.2,111.9,322,c
9/13/2015 14:39,Loafs n' Jugs,25.1,89.8,357,c
9/13/2015 14:39,12.5 PSI,30.4,90.2,363,d
9/13/2015 14:39,Pierre Paul's  Index Finger,42.8,95.2,256,d
