2011,1,Bears D/ST,D/ST,18,01,1
2011,1,Chargers D/ST,D/ST,8,01,19
2011,1,Colts D/ST,D/ST,5,01,37
2011,1,Eagles D/ST,D/ST,16,01,55
2011,1,Falcons D/ST,D/ST,10,01,73
2011,1,Jets D/ST,D/ST,17,01,91
2011,1,Lions D/ST,D/ST,6,01,109
2011,1,Packers D/ST,D/ST,0,01,127
2011,1,Patriots D/ST,D/ST,3,01,145
2011,1,Ravens D/ST,D/ST,22,01,163
2011,1,Saints D/ST,D/ST,-3,01,181
2011,1,Steelers D/ST,D/ST,-3,01,199
2011,1,AH-2600,K,7,01,217
2011,1,AV-0400,K,0,01,235
2011,1,BC-3000,K,9,01,253
2011,1,JB-7100,K,7,01,271
2011,1,MB-4600,K,7,01,289
2011,1,MC-3000,K,6,01,307
2011,1,NF-0300,K,11,01,325
2011,1,NR-0100,K,10,01,343
2011,1,RB-2200,K,1,01,361
2011,1,SG-0800,K,7,01,379
2011,1,AR-1300,QB,24.58,01,397
2011,1,BR-1100,QB,6.1,01,415
2011,1,CM-1500,QB,15.12,01,433
2011,1,CN-0500,QB,30.68,01,451
2011,1,DB-3800,QB,29.06,01,469
2011,1,DM-2200,QB,6.76,01,487
2011,1,EM-0200,QB,14.92,01,505
2011,1,JC-0500,QB,14.4,01,523
2011,1,JC-6200,QB,18.4,01,541
2011,1,JF-1900,QB,20.96,01,559
2011,1,JF-3100,QB,15.04,01,577
2011,1,KK-1200,QB,18.26,01,595
2011,1,KO-0700,QB,13.06,01,613
2011,1,MC-0700,QB,6.36,01,631
2011,1,MH-1600,QB,17.42,01,649
2011,1,MR-2500,QB,8.16,01,667
2011,1,MS-0100,QB,17.7,01,685
2011,1,MS-0200,QB,8.8,01,703
2011,1,MS-4100,QB,22.2,01,721
2011,1,MV-0300,QB,23.18,01,739
2011,1,PR-0300,QB,17.1,01,757
2011,1,RF-0500,QB,24.52,01,775
2011,1,SB-1100,QB,4.02,01,793
2011,1,TB-2300,QB,34.98,01,811
2011,1,TJ-0300,QB,11.18,01,829
2011,1,TR-0800,QB,18.98,01,847
2011,1,AB-2600,RB,11.4,01,865
2011,1,AF-0900,RB,0,01,883
2011,1,AP-0700,RB,10.4,01,901
2011,1,BG-1800,RB,9.4,01,919
2011,1,BJ-0600,RB,2.9,01,937
2011,1,CB-1400,RB,18.3,01,955
2011,1,CJ-1700,RB,4.9,01,973
2011,1,CS-3400,RB,8.1,01,991
2011,1,CW-1400,RB,16.2,01,1009
2011,1,DM-1600,RB,15.6,01,1027
2011,1,DT-0600,RB,0,01,1045
2011,1,DW-3600,RB,3.6,01,1063
2011,1,DW-4300,RB,7.5,01,1081
2011,1,FG-0200,RB,7.8,01,1099
2011,1,FJ-0100,RB,11.7,01,1117
2011,1,FJ-0300,RB,13.6,01,1135
2011,1,JA-0300,RB,5.2,01,1153
2011,1,JB-3300,RB,11.4,01,1171
2011,1,JC-2300,RB,10.5,01,1189
2011,1,JH-2200,RB,2.7,01,1207
2011,1,JS-6200,RB,11.7,01,1225
2011,1,JS-6700,RB,4,01,1243
2011,1,KM-2900,RB,3.7,01,1261
2011,1,LB-0500,RB,1.5,01,1279
2011,1,LM-1000,RB,25.7,01,1297
2011,1,LT-0600,RB,8.9,01,1315
2011,1,MB-5200,RB,3,01,1333
2011,1,MF-1300,RB,21.8,01,1351
2011,1,MH-0800,RB,1.8,01,1369
2011,1,MI-0100,RB,4,01,1387
2011,1,MJ-2500,RB,15.7,01,1405
2011,1,ML-2500,RB,4.7,01,1423
2011,1,MT-1300,RB,27.3,01,1441
