"","X","year","owner","player","team","pos","value","keeper","first_name","lag1","lag2","lag3","lag4","lag5"
"606",283,2011,"Shokunbi","Matthew Stafford","Det","QB",33,0,"Matthew",4,NA,NA,NA,NA
"607",680,2013,"McShane","Matthew Stafford","Det","QB",88,0,"Matthew",NA,33,4,NA,NA
"608",851,2014,"Shokunbi","Matthew Stafford","Det","QB",75,0,"Matthew",88,NA,33,4,NA
"609",1044,2015,"Shokunbi","Matthew Stafford","Det","QB",71,0,"Matthew",75,88,NA,33,4
"610",12,2010,"Hartman","Matt Leinart","Hou","QB",1,0,"Matt",NA,NA,NA,NA,NA
"611",29,2010,"Kane","Matt Prater","Den","K",1,0,"Matt",NA,NA,NA,NA,NA
"612",473,2012,"Shokunbi","Matt Prater","Den","K",1,0,"Matt",NA,1,NA,NA,NA
"613",766,2013,"Olson","Matt Prater","Den","K",1,0,"Matt",1,NA,1,NA,NA
"614",906,2014,"Matovina","Matt Prater","Den","K",5,0,"Matt",1,1,NA,1,NA
"615",1075,2015,"Thieneman","Matt Prater","Det","K",3,0,"Matt",5,1,1,NA,1
"616",27,2010,"Kane","Matt Ryan","Atl","QB",16,0,"Matt",NA,NA,NA,NA,NA
"617",484,2012,"McShane","Matt Ryan","Atl","QB",71,0,"Matt",NA,16,NA,NA,NA
"618",627,2013,"Higdon","Matt Ryan","Atl","QB",75,0,"Matt",71,NA,16,NA,NA
"619",934,2014,"Skrzyskewski","Matt Ryan","Atl","QB",58,0,"Matt",75,71,NA,16,NA
"620",1141,2015,"Olson","Matt Ryan","Atl","QB",61,0,"Matt",58,75,71,NA,16
"621",180,2010,"Olson","Matt Schaub","Hou","QB",36,0,"Matt",NA,NA,NA,NA,NA
"622",245,2011,"Higdon","Matt Schaub","Hou","QB",64,0,"Matt",36,NA,NA,NA,NA
"623",437,2012,"Higdon","Matt Schaub","Hou","QB",35,0,"Matt",64,36,NA,NA,NA
"624",671,2013,"Shokunbi","Matt Schaub","Oak","QB",18,0,"Matt",35,64,36,NA,NA
"625",65,2010,"Regan","Maurice Jones-Drew","Jac","RB",105,0,"Maurice",NA,NA,NA,NA,NA
"626",308,2011,"Thieneman","Maurice Jones-Drew","Jac","RB",79,0,"Maurice",105,NA,NA,NA,NA
"627",740,2013,"Skrzyskewski","Maurice Jones-Drew","Oak","RB",64,0,"Maurice",NA,79,105,NA,NA
"628",794,2014,"Kane","Maurice Jones-Drew","Oak","RB",1,0,"Maurice",64,NA,79,105,NA
"629",1125,2015,"Skrzyskewski","Melvin Gordon","SD","RB",36,0,"Melvin",NA,NA,NA,NA,NA
"630",61,2010,"Higdon","Michael Bush","Oak","RB",2,0,"Michael",NA,NA,NA,NA,NA
"631",366,2011,"Skrzyskewski","Michael Bush","Oak","RB",10,0,"Michael",2,NA,NA,NA,NA
"632",490,2012,"McShane","Michael Bush","Chi","RB",11,0,"Michael",10,2,NA,NA,NA
"633",87,2010,"Shokunbi","Michael Crabtree","SF","WR",21,0,"Michael",NA,NA,NA,NA,NA
"634",217,2011,"Kane","Michael Crabtree","SF","WR",15,0,"Michael",21,NA,NA,NA,NA
"635",520,2012,"Matovina","Michael Crabtree","SF","WR",7,0,"Michael",15,21,NA,NA,NA
"636",838,2014,"Regan","Michael Crabtree","SF","WR",31,0,"Michael",NA,7,15,21,NA
"637",1118,2015,"Ready","Michael Crabtree","Oak","WR",1,0,"Michael",31,NA,7,15,21
"638",747,2013,"Skrzyskewski","Michael Floyd","Ari","WR",1,0,"Michael",NA,NA,NA,NA,NA
"639",872,2014,"McShane","Michael Floyd","Ari","WR",17,0,"Michael",1,NA,NA,NA,NA
"640",985,2015,"Kane","Michael Floyd","Ari","WR",4,0,"Michael",17,1,NA,NA,NA
"641",145,2010,"Ready","Michael Turner","Atl","RB",81,0,"Michael",NA,NA,NA,NA,NA
"642",229,2011,"Harrington","Michael Turner","Atl","RB",72,0,"Michael",81,NA,NA,NA,NA
"643",404,2012,"Kane","Michael Turner","Atl","RB",30,0,"Michael",72,81,NA,NA,NA
"644",7,2010,"Hartman","Michael Vick","Phi","QB",1,0,"Michael",NA,NA,NA,NA,NA
"645",775,2014,"Hartman","Michael Vick","NYJ","QB",3,0,"Michael",NA,NA,NA,1,NA
"646",832,2014,"Higdon","Mike Evans","TB","WR",5,0,"Mike",NA,NA,NA,NA,NA
"647",4,2010,"Hartman","Mike Nugent","Cin","K",1,0,"Mike",NA,NA,NA,NA,NA
"648",53,2010,"Higdon","Mike Sims-Walker","Jac","WR",25,0,"Mike",NA,NA,NA,NA,NA
"649",347,2011,"Ready","Mike Sims-Walker","FA","WR",5,0,"Mike",25,NA,NA,NA,NA
"650",361,2011,"Skrzyskewski","Mike Thomas","Jac","WR",20,0,"Mike",NA,NA,NA,NA,NA
"651",5,2010,"Hartman","Mike Tolbert","SD","RB",1,0,"Mike",NA,NA,NA,NA,NA
"652",255,2011,"Higdon","Mike Tolbert","SD","RB",18,0,"Mike",1,NA,NA,NA,NA
"653",511,2012,"Thieneman","Mike Tolbert","Car","RB",1,0,"Mike",18,1,NA,NA,NA
"654",167,2010,"Skrzyskewski","Mike Wallace","Pit","WR",22,0,"Mike",NA,NA,NA,NA,NA
"655",388,2012,"Hartman","Mike Wallace","Pit","WR",46,0,"Mike",NA,22,NA,NA,NA
"656",582,2013,"Hartman","Mike Wallace","Mia","WR",31,0,"Mike",46,NA,22,NA,NA
"657",876,2014,"McShane","Mike Wallace","Mia","WR",13,0,"Mike",31,46,NA,22,NA
"658",1048,2015,"Shokunbi","Mike Wallace","Min","WR",22,0,"Mike",13,31,46,NA,22
"659",78,2010,"Regan","Mike Williams","TB","WR",1,0,"Mike",NA,NA,NA,NA,NA
"660",319,2011,"Thieneman","Mike Williams","Sea","WR",1,0,"Mike",1,NA,NA,NA,NA
"661",540,2012,"Ready","Mike Williams","TB","WR",1,0,"Mike",1,1,NA,NA,NA
"662",746,2013,"Skrzyskewski","Mike Williams","Buf","WR",8,0,"Mike",1,1,1,NA,NA
"663",18,2010,"Kane","Miles Austin","Dal","WR",48,0,"Miles",NA,NA,NA,NA,NA
"664",375,2011,"Olson","Miles Austin","Dal","WR",39,0,"Miles",48,NA,NA,NA,NA
"665",469,2012,"Shokunbi","Miles Austin","Dal","WR",28,0,"Miles",39,48,NA,NA,NA
"666",664,2013,"Shokunbi","Miles Austin","Dal","WR",16,0,"Miles",28,39,48,NA,NA
"667",74,2010,"Regan","Mohamed Massaquoi","Cle","WR",1,0,"Mohamed",NA,NA,NA,NA,NA
"668",13,2010,"Hartman","Montario Hardesty","Cle","RB",1,0,"Montario",NA,NA,NA,NA,NA
"669",315,2011,"Thieneman","Montario Hardesty","Cle","RB",2,0,"Montario",1,NA,NA,NA,NA
"670",663,2013,"Shokunbi","Montee Ball","Den","RB",25,0,"Montee",NA,NA,NA,NA,NA
"671",270,2011,"Regan","Nate Burleson","Det","WR",3,0,"Nate",NA,NA,NA,NA,NA
"672",509,2012,"Thieneman","Nate Burleson","Det","WR",1,0,"Nate",3,NA,NA,NA,NA
"673",93,2010,"Shokunbi","Nate Kaeding","SD","K",3,0,"Nate",NA,NA,NA,NA,NA
"674",275,2011,"Shokunbi","Nate Kaeding","SD","K",1,0,"Nate",3,NA,NA,NA,NA
"675",489,2012,"McShane","Nate Washington","Ten","WR",18,0,"Nate",NA,NA,NA,NA,NA
"676",719,2013,"Matovina","Nate Washington","Ten","WR",1,0,"Nate",18,NA,NA,NA,NA
"677",45,2010,"Harrington","Neil Rackers","Hou","K",2,0,"Neil",NA,NA,NA,NA,NA
"678",243,2011,"Higdon","Neil Rackers","Hou","K",2,0,"Neil",2,NA,NA,NA,NA
"679",983,2015,"Kane","Nelson Agholor","Phi","WR",21,0,"Nelson",NA,NA,NA,NA,NA
"680",588,2013,"Hartman","Nick Foles","Phi","QB",3,0,"Nick",NA,NA,NA,NA,NA
"681",1049,2015,"Shokunbi","Nick Foles","StL","QB",15,0,"Nick",NA,3,NA,NA,NA
"682",320,2011,"Thieneman","Nick Folk","NYJ","K",1,0,"Nick",NA,NA,NA,NA,NA
"683",957,2014,"Olson","Nick Novak","SD","K",1,0,"Nick",NA,NA,NA,NA,NA
"684",172,2010,"Skrzyskewski","Owen Daniels","Hou","TE",11,0,"Owen",NA,NA,NA,NA,NA
"685",200,2011,"Hartman","Owen Daniels","Hou","TE",10,0,"Owen",11,NA,NA,NA,NA
"686",491,2012,"McShane","Owen Daniels","Hou","TE",5,0,"Owen",10,11,NA,NA,NA
"687",584,2013,"Hartman","Owen Daniels","Bal","TE",7,0,"Owen",5,10,11,NA,NA
"688",1065,2015,"McShane","Owen Daniels","Den","TE",2,0,"Owen",NA,7,5,10,11
"689",69,2010,"Regan","Packers D/ST","GB","D/ST",7,0,"Packers",NA,NA,NA,NA,NA
"690",199,2011,"Hartman","Packers D/ST","GB","D/ST",5,0,"Packers",7,NA,NA,NA,NA
"691",495,2012,"McShane","Packers D/ST","GB","D/ST",2,0,"Packers",5,7,NA,NA,NA
"692",750,2013,"Skrzyskewski","Packers D/ST","Packers ","D/ST",1,0,"Packers",2,5,7,NA,NA
"693",1119,2015,"Ready","Packers D/ST","Packers ","D/ST",1,0,"Packers",NA,1,2,5,7
"694",827,2014,"Higdon","Panthers D/ST","Panthers ","D/ST",5,0,"Panthers",NA,NA,NA,NA,NA
"695",237,2011,"Harrington","Patriots D/ST","NE","D/ST",1,0,"Patriots",NA,NA,NA,NA,NA
"696",617,2013,"Harrington","Patriots D/ST","Patriots ","D/ST",2,0,"Patriots",NA,1,NA,NA,NA
"697",959,2014,"Olson","Patriots D/ST","Patriots ","D/ST",1,0,"Patriots",2,NA,1,NA,NA
"698",988,2015,"Kane","Patriots D/ST","Patriots ","D/ST",1,0,"Patriots",1,2,NA,1,NA
"699",6,2010,"Hartman","Pat White","FA","QB",1,0,"Pat",NA,NA,NA,NA,NA
"700",24,2010,"Kane","Percy Harvin","Min","WR",16,0,"Percy",NA,NA,NA,NA,NA
"701",230,2011,"Harrington","Percy Harvin","Min","WR",26,0,"Percy",16,NA,NA,NA,NA
"702",500,2012,"Thieneman","Percy Harvin","Min","WR",27,0,"Percy",26,16,NA,NA,NA
"703",902,2014,"Matovina","Percy Harvin","Sea","WR",20,0,"Percy",NA,27,26,16,NA
"704",555,2012,"Skrzyskewski","Peyton Hillis","KC","RB",8,0,"Peyton",NA,NA,NA,NA,NA
"705",50,2010,"Higdon","Peyton Manning","Ind","QB",77,0,"Peyton",NA,NA,NA,NA,NA
"706",307,2011,"Thieneman","Peyton Manning","Ind","QB",72,0,"Peyton",77,NA,NA,NA,NA
"707",402,2012,"Kane","Peyton Manning","Den","QB",63,0,"Peyton",72,77,NA,NA,NA
"708",772,2014,"Hartman","Peyton Manning","Den","QB",103,0,"Peyton",NA,63,72,77,NA
"709",963,2015,"Hartman","Peyton Manning","Den","QB",85,0,"Peyton",103,NA,63,72,77
"710",713,2013,"Matovina","Phil Dawson","SF","K",3,0,"Phil",NA,NA,NA,NA,NA
"711",894,2014,"Thieneman","Phil Dawson","SF","K",1,0,"Phil",3,NA,NA,NA,NA
"712",149,2010,"Ready","Philip Rivers","SD","QB",34,0,"Philip",NA,NA,NA,NA,NA
"713",244,2011,"Higdon","Philip Rivers","SD","QB",68,0,"Philip",34,NA,NA,NA,NA
"714",403,2012,"Kane","Philip Rivers","SD","QB",72,0,"Philip",68,34,NA,NA,NA
"715",697,2013,"Thieneman","Philip Rivers","SD","QB",18,0,"Philip",72,68,34,NA,NA
"716",821,2014,"Higdon","Philip Rivers","SD","QB",42,0,"Philip",18,72,68,34,NA
"717",101,2010,"McShane","Pierre Garcon","Ind","WR",20,0,"Pierre",NA,NA,NA,NA,NA
"718",251,2011,"Higdon","Pierre Garcon","Ind","WR",18,0,"Pierre",20,NA,NA,NA,NA
"719",519,2012,"Matovina","Pierre Garcon","Wsh","WR",8,0,"Pierre",18,20,NA,NA,NA
"720",586,2013,"Hartman","Pierre Garcon","Wsh","WR",13,0,"Pierre",8,18,20,NA,NA
"721",792,2014,"Kane","Pierre Garcon","Wsh","WR",26,0,"Pierre",13,8,18,20,NA
"722",972,2015,"Hartman","Pierre Garcon","Wsh","WR",1,0,"Pierre",26,13,8,18,20
"723",20,2010,"Kane","Pierre Thomas","NO","RB",30,0,"Pierre",NA,NA,NA,NA,NA
"724",266,2011,"Regan","Pierre Thomas","NO","RB",2,0,"Pierre",30,NA,NA,NA,NA
"725",527,2012,"Matovina","Pierre Thomas","NO","RB",1,0,"Pierre",2,30,NA,NA,NA
"726",888,2014,"Thieneman","Pierre Thomas","NO","RB",2,0,"Pierre",NA,1,2,30,NA
"727",313,2011,"Thieneman","Plaxico Burress","NYJ","WR",26,0,"Plaxico",NA,NA,NA,NA,NA
"728",735,2013,"Ready","Rams D/ST","Rams ","D/ST",1,0,"Rams",NA,NA,NA,NA,NA
"729",813,2014,"Harrington","Rams D/ST","Rams ","D/ST",3,0,"Rams",1,NA,NA,NA,NA
"730",1001,2015,"Harrington","Rams D/ST","Rams ","D/ST",2,0,"Rams",3,1,NA,NA,NA
"731",622,2013,"Harrington","Randy Bullock","Hou","K",1,0,"Randy",NA,NA,NA,NA,NA
"732",130,2010,"Matovina","Randy Moss","Ten","WR",79,0,"Randy",NA,NA,NA,NA,NA
"733",510,2012,"Thieneman","Randy Moss","SF","WR",1,0,"Randy",NA,79,NA,NA,NA
"734",288,2011,"Shokunbi","Rashad Jennings","Jac","RB",1,0,"Rashad",NA,NA,NA,NA,NA
"735",840,2014,"Regan","Rashad Jennings","NYG","RB",22,0,"Rashad",NA,NA,1,NA,NA
"736",1031,2015,"Regan","Rashad Jennings","NYG","RB",28,0,"Rashad",22,NA,NA,1,NA
"737",161,2010,"Skrzyskewski","Rashard Mendenhall","Pit","RB",52,0,"Rashard",NA,NA,NA,NA,NA
"738",324,2011,"Matovina","Rashard Mendenhall","Pit","RB",72,0,"Rashard",52,NA,NA,NA,NA
"739",636,2013,"Higdon","Rashard Mendenhall","Ari","RB",13,0,"Rashard",NA,72,52,NA,NA
"740",95,2010,"Shokunbi","Ravens D/ST","Bal","D/ST",5,0,"Ravens",NA,NA,NA,NA,NA
"741",280,2011,"Shokunbi","Ravens D/ST","Bal","D/ST",2,0,"Ravens",5,NA,NA,NA,NA
"742",444,2012,"Higdon","Ravens D/ST","Bal","D/ST",7,0,"Ravens",2,5,NA,NA,NA
"743",686,2013,"McShane","Ravens D/ST","Ravens ","D/ST",1,0,"Ravens",7,2,5,NA,NA
"744",926,2014,"Ready","Ravens D/ST","Ravens ","D/ST",1,0,"Ravens",1,7,2,5,NA
"745",1147,2015,"Olson","Ravens D/ST","Ravens ","D/ST",1,0,"Ravens",1,1,7,2,5
"746",97,2010,"McShane","Ray Rice","Bal","RB",94,0,"Ray",NA,NA,NA,NA,NA
"747",372,2011,"Olson","Ray Rice","Bal","RB",99,0,"Ray",94,NA,NA,NA,NA
"748",387,2012,"Hartman","Ray Rice","Bal","RB",107,0,"Ray",99,94,NA,NA,NA
"749",579,2013,"Hartman","Ray Rice","Bal","RB",76,0,"Ray",107,99,94,NA,NA
"750",887,2014,"Thieneman","Ray Rice","Bal","RB",15,0,"Ray",76,107,99,94,NA
"751",123,2010,"Thieneman","Reggie Bush","NO","RB",11,0,"Reggie",NA,NA,NA,NA,NA
"752",346,2011,"Ready","Reggie Bush","Mia","RB",2,0,"Reggie",11,NA,NA,NA,NA
"753",455,2012,"Regan","Reggie Bush","Mia","RB",11,0,"Reggie",2,11,NA,NA,NA
"754",742,2013,"Skrzyskewski","Reggie Bush","Det","RB",37,0,"Reggie",11,2,11,NA,NA
"755",819,2014,"Higdon","Reggie Bush","Det","RB",43,0,"Reggie",37,11,2,11,NA
"756",35,2010,"Harrington","Reggie Wayne","Ind","WR",59,0,"Reggie",NA,NA,NA,NA,NA
"757",329,2011,"Matovina","Reggie Wayne","Ind","WR",51,0,"Reggie",59,NA,NA,NA,NA
"758",441,2012,"Higdon","Reggie Wayne","Ind","WR",9,0,"Reggie",51,59,NA,NA,NA
"759",596,2013,"Kane","Reggie Wayne","Ind","WR",25,0,"Reggie",9,51,59,NA,NA
"760",811,2014,"Harrington","Reggie Wayne","Ind","WR",9,0,"Reggie",25,9,51,59,NA
"761",120,2010,"Thieneman","Ricky Williams","Mia","RB",21,0,"Ricky",NA,NA,NA,NA,NA
"762",317,2011,"Thieneman","Ricky Williams","Bal","RB",1,0,"Ricky",21,NA,NA,NA,NA
"763",778,2014,"Hartman","Riley Cooper","Phi","WR",8,0,"Riley",NA,NA,NA,NA,NA
"764",110,2010,"McShane","Robbie Gould","Chi","K",1,0,"Robbie",NA,NA,NA,NA,NA
"765",395,2012,"Hartman","Robbie Gould","Chi","K",1,0,"Robbie",NA,1,NA,NA,NA
"766",927,2014,"Ready","Robbie Gould","Chi","K",1,0,"Robbie",NA,1,NA,1,NA
"767",188,2010,"Olson","Rob Bironas","Ten","K",2,0,"Rob",NA,NA,NA,NA,NA
"768",331,2011,"Matovina","Rob Bironas","Ten","K",7,0,"Rob",2,NA,NA,NA,NA
"769",494,2012,"McShane","Rob Bironas","Ten","K",1,0,"Rob",7,2,NA,NA,NA
"770",533,2012,"Ready","Robert Griffin III","Wsh","QB",29,0,"Robert",NA,NA,NA,NA,NA
"771",580,2013,"Hartman","Robert Griffin III","Wsh","QB",45,0,"Robert",29,NA,NA,NA,NA
"772",771,2014,"Hartman","Robert Griffin III","Wsh","QB",50,0,"Robert",45,29,NA,NA,NA
"773",38,2010,"Harrington","Robert Meachem","NO","WR",11,0,"Robert",NA,NA,NA,NA,NA
"774",334,2011,"Matovina","Robert Meachem","NO","WR",7,0,"Robert",11,NA,NA,NA,NA
"775",486,2012,"McShane","Robert Meachem","SD","WR",15,0,"Robert",7,11,NA,NA,NA
"776",236,2011,"Harrington","Rob Gronkowski","NE","TE",1,0,"Rob",NA,NA,NA,NA,NA
"777",899,2014,"Matovina","Rob Gronkowski","NE","TE",41,0,"Rob",NA,NA,1,NA,NA
"778",99,2010,"McShane","Roddy White","Atl","WR",43,0,"Roddy",NA,NA,NA,NA,NA
"779",356,2011,"Skrzyskewski","Roddy White","Atl","WR",60,0,"Roddy",43,NA,NA,NA,NA
"780",547,2012,"Skrzyskewski","Roddy White","Atl","WR",57,0,"Roddy",60,43,NA,NA,NA
"781",675,2013,"McShane","Roddy White","Atl","WR",51,0,"Roddy",57,60,43,NA,NA
"782",917,2014,"Ready","Roddy White","Atl","WR",36,0,"Roddy",51,57,60,43,NA
"783",1071,2015,"McShane","Roddy White","Atl","WR",3,0,"Roddy",36,51,57,60,43
"784",165,2010,"Skrzyskewski","Ronnie Brown","Mia","RB",19,0,"Ronnie",NA,NA,NA,NA,NA
"785",272,2011,"Regan","Ronnie Brown","Phi","RB",1,0,"Ronnie",19,NA,NA,NA,NA
"786",700,2013,"Thieneman","Ronnie Hillman","Den","RB",1,0,"Ronnie",NA,NA,NA,NA,NA
"787",991,2015,"Kane","Ronnie Hillman","Den","RB",1,0,"Ronnie",NA,1,NA,NA,NA
"788",397,2012,"Hartman","Royce Adams","NYJ","WR",1,0,"Royce",NA,NA,NA,NA,NA
"789",422,2012,"Harrington","Roy Helu","Wsh","RB",8,0,"Roy",NA,NA,NA,NA,NA
"790",621,2013,"Harrington","Roy Helu","Wsh","RB",1,0,"Roy",8,NA,NA,NA,NA
"791",925,2014,"Ready","Roy Helu","Wsh","RB",1,0,"Roy",1,8,NA,NA,NA
"792",332,2011,"Matovina","Roy Williams","Chi","WR",6,0,"Roy",NA,NA,NA,NA,NA
"793",538,2012,"Ready","Rueben Randle","NYG","WR",2,0,"Rueben",NA,NA,NA,NA,NA
"794",734,2013,"Ready","Rueben Randle","NYG","WR",2,0,"Rueben",2,NA,NA,NA,NA
"795",830,2014,"Higdon","Rueben Randle","NYG","WR",1,0,"Rueben",2,2,NA,NA,NA
"796",1100,2015,"Matovina","Rueben Randle","NYG","WR",1,0,"Rueben",1,2,2,NA,NA
"797",477,2012,"Shokunbi","Russell Wilson","Sea","QB",1,0,"Russell",NA,NA,NA,NA,NA
"798",749,2013,"Skrzyskewski","Ryan Broyles","Det","WR",2,0,"Ryan",NA,NA,NA,NA,NA
"799",376,2011,"Olson","Ryan Fitzpatrick","Buf","QB",2,0,"Ryan",NA,NA,NA,NA,NA
"800",535,2012,"Ready","Ryan Fitzpatrick","Buf","QB",6,0,"Ryan",2,NA,NA,NA,NA
"801",873,2014,"McShane","Ryan Fitzpatrick","Hou","QB",16,0,"Ryan",NA,6,2,NA,NA
"802",1022,2015,"Higdon","Ryan Fitzpatrick","NYJ","QB",2,0,"Ryan",16,NA,6,2,NA
"803",178,2010,"Olson","Ryan Grant","GB","RB",49,0,"Ryan",NA,NA,NA,NA,NA
"804",285,2011,"Shokunbi","Ryan Grant","GB","RB",20,0,"Ryan",49,NA,NA,NA,NA
"805",60,2010,"Higdon","Ryan Longwell","Min","K",2,0,"Ryan",NA,NA,NA,NA,NA
"806",57,2010,"Higdon","Ryan Mathews","SD","RB",21,0,"Ryan",NA,NA,NA,NA,NA
"807",262,2011,"Regan","Ryan Mathews","SD","RB",25,0,"Ryan",21,NA,NA,NA,NA
"808",401,2012,"Kane","Ryan Mathews","SD","RB",35,0,"Ryan",25,21,NA,NA,NA
"809",744,2013,"Skrzyskewski","Ryan Mathews","SD","RB",10,0,"Ryan",35,25,21,NA,NA
"810",867,2014,"McShane","Ryan Mathews","SD","RB",30,0,"Ryan",10,35,25,21,NA
"811",1004,2015,"Harrington","Ryan Mathews","Phi","RB",6,0,"Ryan",30,10,35,25,21
"812",760,2013,"Olson","Ryan Tannehill","Mia","QB",9,0,"Ryan",NA,NA,NA,NA,NA
"813",1124,2015,"Skrzyskewski","Ryan Tannehill","Mia","QB",45,0,"Ryan",NA,9,NA,NA,NA
"814",303,2011,"McShane","Ryan Torain","Wsh","RB",4,0,"Ryan",NA,NA,NA,NA,NA
"815",174,2010,"Skrzyskewski","Saints D/ST","NO","D/ST",1,0,"Saints",NA,NA,NA,NA,NA
"816",222,2011,"Kane","Saints D/ST","NO","D/ST",1,0,"Saints",1,NA,NA,NA,NA
"817",848,2014,"Regan","Saints D/ST","Saints ","D/ST",1,0,"Saints",NA,NA,1,1,NA
"818",111,2010,"McShane","Sam Bradford","StL","QB",1,0,"Sam",NA,NA,NA,NA,NA
"819",459,2012,"Regan","Sam Bradford","StL","QB",15,0,"Sam",NA,1,NA,NA,NA
"820",630,2013,"Higdon","Sam Bradford","StL","QB",17,0,"Sam",15,NA,1,NA,NA
"821",965,2015,"Hartman","Sam Bradford","Phi","QB",30,0,"Sam",NA,17,15,NA,1
"822",128,2010,"Thieneman","Sammy Morris","NE","RB",1,0,"Sammy",NA,NA,NA,NA,NA
"823",793,2014,"Kane","Sammy Watkins","Buf","WR",16,0,"Sammy",NA,NA,NA,NA,NA
"824",1018,2015,"Higdon","Sammy Watkins","Buf","WR",22,0,"Sammy",16,NA,NA,NA,NA
"825",85,2010,"Shokunbi","Santana Moss","Was","WR",14,0,"Santana",NA,NA,NA,NA,NA
"826",204,2011,"Hartman","Santana Moss","Wsh","WR",12,0,"Santana",14,NA,NA,NA,NA
"827",68,2010,"Regan","Santonio Holmes","NYJ","WR",13,0,"Santonio",NA,NA,NA,NA,NA
"828",373,2011,"Olson","Santonio Holmes","NYJ","WR",23,0,"Santonio",13,NA,NA,NA,NA
"829",554,2012,"Skrzyskewski","Santonio Holmes","NYJ","WR",9,0,"Santonio",23,13,NA,NA,NA
"830",410,2012,"Kane","Seahawks D/ST","Sea","D/ST",3,0,"Seahawks",NA,NA,NA,NA,NA
"831",581,2013,"Hartman","Seahawks D/ST","Seahawks ","D/ST",10,0,"Seahawks",3,NA,NA,NA,NA
"832",774,2014,"Hartman","Seahawks D/ST","Seahawks ","D/ST",7,0,"Seahawks",10,3,NA,NA,NA
"833",1014,2015,"Higdon","Seahawks D/ST","Seahawks ","D/ST",6,0,"Seahawks",7,10,3,NA,NA
"834",503,2012,"Thieneman","Sebastian Janikowski","Oak","K",6,0,"Sebastian",NA,NA,NA,NA,NA
"835",687,2013,"McShane","Sebastian Janikowski","Oak","K",1,0,"Sebastian",6,NA,NA,NA,NA
"836",411,2012,"Kane","Shane Vereen","NE","RB",3,0,"Shane",NA,NA,NA,NA,NA
"837",698,2013,"Thieneman","Shane Vereen","NE","RB",15,0,"Shane",3,NA,NA,NA,NA
"838",1037,2015,"Regan","Shane Vereen","NYG","RB",2,0,"Shane",NA,15,3,NA,NA
"839",922,2014,"Ready","Shaun Hill","StL","QB",1,0,"Shaun",NA,NA,NA,NA,NA
"840",34,2010,"Harrington","Shonn Greene","NYJ","RB",55,0,"Shonn",NA,NA,NA,NA,NA
"841",206,2011,"Hartman","Shonn Greene","NYJ","RB",44,0,"Shonn",55,NA,NA,NA,NA
"842",458,2012,"Regan","Shonn Greene","NYJ","RB",21,0,"Shonn",44,55,NA,NA,NA
"843",731,2013,"Ready","Shonn Greene","Ten","RB",2,0,"Shonn",21,44,55,NA,NA
"844",907,2014,"Matovina","Shonn Greene","Ten","RB",1,0,"Shonn",2,21,44,55,NA
"845",114,2010,"Thieneman","Sidney Rice","Min","WR",37,0,"Sidney",NA,NA,NA,NA,NA
"846",343,2011,"Ready","Sidney Rice","Sea","WR",13,0,"Sidney",37,NA,NA,NA,NA
"847",409,2012,"Kane","Sidney Rice","Sea","WR",10,0,"Sidney",13,37,NA,NA,NA
"848",648,2013,"Regan","Sidney Rice","Sea","WR",15,0,"Sidney",10,13,37,NA,NA
"849",125,2010,"Thieneman","Steelers D/ST","Pit","D/ST",3,0,"Steelers",NA,NA,NA,NA,NA
"850",249,2011,"Higdon","Steelers D/ST","Pit","D/ST",7,0,"Steelers",3,NA,NA,NA,NA
"851",461,2012,"Regan","Steelers D/ST","Pit","D/ST",10,0,"Steelers",7,3,NA,NA,NA
"852",606,2013,"Kane","Steelers D/ST","Steelers ","D/ST",1,0,"Steelers",10,7,3,NA,NA
"853",28,2010,"Kane","Stephen Gostkowski","NE","K",2,0,"Stephen",NA,NA,NA,NA,NA
"854",208,2011,"Hartman","Stephen Gostkowski","NE","K",12,0,"Stephen",2,NA,NA,NA,NA
"855",440,2012,"Higdon","Stephen Gostkowski","NE","K",2,0,"Stephen",12,2,NA,NA,NA
"856",659,2013,"Shokunbi","Stephen Gostkowski","NE","K",3,0,"Stephen",2,12,2,NA,NA
"857",879,2014,"McShane","Stephen Gostkowski","NE","K",10,0,"Stephen",3,2,12,2,NA
"858",1052,2015,"Shokunbi","Stephen Gostkowski","NE","K",7,0,"Stephen",10,3,2,12,2
"859",454,2012,"Regan","Stevan Ridley","NE","RB",16,0,"Stevan",NA,NA,NA,NA,NA
"860",614,2013,"Harrington","Stevan Ridley","NE","RB",69,0,"Stevan",16,NA,NA,NA,NA
"861",877,2014,"McShane","Stevan Ridley","NE","RB",7,0,"Stevan",69,16,NA,NA,NA
"862",168,2010,"Skrzyskewski","Steve Breaston","Ari","WR",11,0,"Steve",NA,NA,NA,NA,NA
"863",281,2011,"Shokunbi","Steve Johnson","Buf","WR",44,0,"Steve",NA,NA,NA,NA,NA
"864",453,2012,"Regan","Steve Johnson","Buf","WR",25,0,"Steve",44,NA,NA,NA,NA
"865",728,2013,"Ready","Steve Johnson","Buf","WR",11,0,"Steve",25,44,NA,NA,NA
"866",828,2014,"Higdon","Steven Hauschka","Sea","K",2,0,"Steven",NA,NA,NA,NA,NA
"867",1072,2015,"McShane","Steven Hauschka","Sea","K",5,0,"Steven",2,NA,NA,NA,NA
"868",129,2010,"Matovina","Steven Jackson","StL","RB",94,0,"Steven",NA,NA,NA,NA,NA
"869",260,2011,"Regan","Steven Jackson","StL","RB",52,0,"Steven",94,NA,NA,NA,NA
