"","X","year","owner","player","team","pos","value","keeper","first_name","lag1","lag2","lag3","lag4","lag5"
"49",499,2012,"Thieneman","Andrew Luck","Ind","QB",31,0,"Andrew",NA,NA,NA,NA,NA
"50",567,2012,"Olson","Andy Dalton","Cin","QB",11,0,"Andy",NA,NA,NA,NA,NA
"51",585,2013,"Hartman","Andy Dalton","Cin","QB",20,0,"Andy",11,NA,NA,NA,NA
"52",869,2014,"McShane","Andy Dalton","Cin","QB",28,0,"Andy",20,11,NA,NA,NA
"53",967,2015,"Hartman","Andy Dalton","Cin","QB",8,0,"Andy",28,20,11,NA,NA
"54",133,2010,"Matovina","Anquan Boldin","Bal","WR",28,0,"Anquan",NA,NA,NA,NA,NA
"55",263,2011,"Regan","Anquan Boldin","Bal","WR",28,0,"Anquan",28,NA,NA,NA,NA
"56",425,2012,"Harrington","Anquan Boldin","Bal","WR",18,0,"Anquan",28,28,NA,NA,NA
"57",666,2013,"Shokunbi","Anquan Boldin","SF","WR",18,0,"Anquan",18,28,28,NA,NA
"58",889,2014,"Thieneman","Anquan Boldin","SF","WR",4,0,"Anquan",18,18,28,28,NA
"59",986,2015,"Kane","Anquan Boldin","SF","WR",6,0,"Anquan",4,18,18,28,28
"60",400,2012,"Hartman","Anthony Allen","Bal","RB",1,0,"Anthony",NA,NA,NA,NA,NA
"61",30,2010,"Kane","Anthony Gonzalez","Ind","WR",1,0,"Anthony",NA,NA,NA,NA,NA
"62",383,2011,"Olson","Antonio Brown","Pit","WR",3,0,"Antonio",NA,NA,NA,NA,NA
"63",602,2013,"Kane","Antonio Brown","Pit","WR",30,0,"Antonio",NA,3,NA,NA,NA
"64",932,2014,"Skrzyskewski","Antonio Brown","Pit","WR",57,0,"Antonio",30,NA,3,NA,NA
"65",1123,2015,"Skrzyskewski","Antonio Brown","Pit","WR",77,0,"Antonio",57,30,NA,3,NA
"66",187,2010,"Olson","Antonio Bryant","FA","WR",1,0,"Antonio",NA,NA,NA,NA,NA
"67",122,2010,"Thieneman","Antonio Gates","SD","TE",24,0,"Antonio",NA,NA,NA,NA,NA
"68",326,2011,"Matovina","Antonio Gates","SD","TE",41,0,"Antonio",24,NA,NA,NA,NA
"69",390,2012,"Hartman","Antonio Gates","SD","TE",21,0,"Antonio",41,24,NA,NA,NA
"70",709,2013,"Matovina","Antonio Gates","SD","TE",9,0,"Antonio",21,41,24,NA,NA
"71",94,2010,"Shokunbi","Arian Foster","Hou","RB",2,0,"Arian",NA,NA,NA,NA,NA
"72",1145,2015,"Olson","Arian Foster","Hou","RB",23,0,"Arian",NA,NA,NA,NA,2
"73",216,2011,"Kane","Austin Collie","Ind","WR",17,0,"Austin",NA,NA,NA,NA,NA
"74",179,2010,"Olson","Beanie Wells","Ari","RB",40,0,"Beanie",NA,NA,NA,NA,NA
"75",358,2011,"Skrzyskewski","Beanie Wells","Ari","RB",25,0,"Beanie",40,NA,NA,NA,NA
"76",438,2012,"Higdon","Beanie Wells","Ari","RB",18,0,"Beanie",25,40,NA,NA,NA
"77",368,2011,"Skrzyskewski","Bears D/ST","Chi","D/ST",16,0,"Bears",NA,NA,NA,NA,NA
"78",521,2012,"Matovina","Bears D/ST","Chi","D/ST",2,0,"Bears",16,NA,NA,NA,NA
"79",670,2013,"Shokunbi","Bears D/ST","Bears ","D/ST",6,0,"Bears",2,16,NA,NA,NA
"80",31,2010,"Kane","Bengals D/ST","Cin","D/ST",1,0,"Bengals",NA,NA,NA,NA,NA
"81",575,2012,"Olson","Bengals D/ST","Cin","D/ST",1,0,"Bengals",NA,1,NA,NA,NA
"82",646,2013,"Regan","Bengals D/ST","Bengals ","D/ST",4,0,"Bengals",1,NA,1,NA,NA
"83",861,2014,"Shokunbi","Bengals D/ST","Bengals ","D/ST",3,0,"Bengals",4,1,NA,1,NA
"84",202,2011,"Hartman","BenJarvus Green-Ellis","NE","RB",23,0,"BenJarvus",NA,NA,NA,NA,NA
"85",392,2012,"Hartman","BenJarvus Green-Ellis","Cin","RB",22,0,"BenJarvus",23,NA,NA,NA,NA
"86",631,2013,"Higdon","BenJarvus Green-Ellis","Cin","RB",6,0,"BenJarvus",22,23,NA,NA,NA
"87",810,2014,"Harrington","Benny Cunningham","StL","RB",1,0,"Benny",NA,NA,NA,NA,NA
"88",132,2010,"Matovina","Ben Roethlisberger","Pit","QB",7,0,"Ben",NA,NA,NA,NA,NA
"89",788,2014,"Kane","Ben Roethlisberger","Pit","QB",36,0,"Ben",NA,NA,NA,7,NA
"90",1011,2015,"Higdon","Ben Roethlisberger","Pit","QB",70,0,"Ben",36,NA,NA,NA,7
"91",488,2012,"McShane","Ben Tate","Hou","RB",10,0,"Ben",NA,NA,NA,NA,NA
"92",683,2013,"McShane","Ben Tate","Cle","RB",4,0,"Ben",10,NA,NA,NA,NA
"93",933,2014,"Skrzyskewski","Ben Tate","Cle","RB",43,0,"Ben",4,10,NA,NA,NA
"94",9,2010,"Hartman","Bernard Berrian","Min","WR",1,0,"Bernard",NA,NA,NA,NA,NA
"95",590,2013,"Hartman","Bernard Pierce","Bal","RB",4,0,"Bernard",NA,NA,NA,NA,NA
"96",908,2014,"Matovina","Bernard Pierce","Bal","RB",1,0,"Bernard",4,NA,NA,NA,NA
"97",184,2010,"Olson","Bernard Scott","Cin","RB",2,0,"Bernard",NA,NA,NA,NA,NA
"98",413,2012,"Kane","Bernard Scott","Cin","RB",1,0,"Bernard",NA,2,NA,NA,NA
"99",394,2012,"Hartman","Bills D/ST","Buf","D/ST",1,0,"Bills",NA,NA,NA,NA,NA
"100",1030,2015,"Regan","Bills D/ST","Bills ","D/ST",5,0,"Bills",NA,NA,1,NA,NA
"101",351,2011,"Ready","Billy Cundiff","Bal","K",1,0,"Billy",NA,NA,NA,NA,NA
"102",825,2014,"Higdon","Bishop Sankey","Ten","RB",5,0,"Bishop",NA,NA,NA,NA,NA
"103",1150,2015,"Olson","Bishop Sankey","Ten","RB",1,0,"Bishop",5,NA,NA,NA,NA
"104",718,2013,"Matovina","Blaine Gabbert","SF","QB",1,0,"Blaine",NA,NA,NA,NA,NA
"105",635,2013,"Higdon","Blair Walsh","Min","K",2,0,"Blair",NA,NA,NA,NA,NA
"106",815,2014,"Harrington","Blair Walsh","Min","K",1,0,"Blair",2,NA,NA,NA,NA
"107",1036,2015,"Regan","Blair Walsh","Min","K",1,0,"Blair",1,2,NA,NA,NA
"108",829,2014,"Higdon","Blake Bortles","Jac","QB",1,0,"Blake",NA,NA,NA,NA,NA
"109",1066,2015,"McShane","Blake Bortles","Jac","QB",8,0,"Blake",1,NA,NA,NA,NA
"110",860,2014,"Shokunbi","Brandin Cooks","NO","WR",13,0,"Brandin",NA,NA,NA,NA,NA
"111",1091,2015,"Matovina","Brandin Cooks","NO","WR",37,0,"Brandin",13,NA,NA,NA,NA
"112",70,2010,"Regan","Brandon Jacobs","NYG","RB",16,0,"Brandon",NA,NA,NA,NA,NA
"113",248,2011,"Higdon","Brandon Jacobs","NYG","RB",4,0,"Brandon",16,NA,NA,NA,NA
"114",704,2013,"Thieneman","Brandon LaFell","NE","WR",1,0,"Brandon",NA,NA,NA,NA,NA
"115",420,2012,"Harrington","Brandon Lloyd","NE","WR",29,0,"Brandon",NA,NA,NA,NA,NA
"116",81,2010,"Shokunbi","Brandon Marshall","Mia","WR",47,0,"Brandon",NA,NA,NA,NA,NA
"117",312,2011,"Thieneman","Brandon Marshall","Mia","WR",33,0,"Brandon",47,NA,NA,NA,NA
"118",531,2012,"Ready","Brandon Marshall","Chi","WR",40,0,"Brandon",33,47,NA,NA,NA
"119",724,2013,"Ready","Brandon Marshall","Chi","WR",45,0,"Brandon",40,33,47,NA,NA
"120",773,2014,"Hartman","Brandon Marshall","Chi","WR",74,0,"Brandon",45,40,33,47,NA
"121",1127,2015,"Skrzyskewski","Brandon Marshall","NYJ","WR",20,0,"Brandon",74,45,40,33,47
"122",1151,2015,"Olson","Brandon McManus","Den","K",1,0,"Brandon",NA,NA,NA,NA,NA
"123",604,2013,"Kane","Brandon Myers","TB","TE",8,0,"Brandon",NA,NA,NA,NA,NA
"124",365,2011,"Skrzyskewski","Brandon Pettigrew","Det","TE",12,0,"Brandon",NA,NA,NA,NA,NA
"125",492,2012,"McShane","Brandon Pettigrew","Det","TE",27,0,"Brandon",12,NA,NA,NA,NA
"126",623,2013,"Harrington","Brandon Pettigrew","Det","TE",1,0,"Brandon",27,12,NA,NA,NA
"127",761,2013,"Olson","Brandon Weeden","Dal","QB",7,0,"Brandon",NA,NA,NA,NA,NA
"128",26,2010,"Kane","Braylon Edwards","NYJ","WR",9,0,"Braylon",NA,NA,NA,NA,NA
"129",253,2011,"Higdon","Braylon Edwards","SF","WR",3,0,"Braylon",9,NA,NA,NA,NA
"130",169,2010,"Skrzyskewski","Brent Celek","Phi","TE",18,0,"Brent",NA,NA,NA,NA,NA
