"player_team","position","ppr_points","ppr_adp","standard_points","standard_adp"
"Terrance West - BAL","RB",8.68909230769231,"161.855",7.27451538461538,"149.742"
"49ers - SF","DST",6.42801538461538,"null",6.42801538461538,"168.4033"
"Kyle Rudolph - MIN","TE",9.7312,"177.27",5.96139230769231,"147.268"
"Chris Thompson - WAS","RB",8.62688461538461,"180.92",5.49804615384615,"166.1625"
"Ryan Succop - TEN","K",7.53685384615385,"null",7.53685384615385,"160.39"
"Kenny Britt - LA","WR",9.68159230769231,"215.75",6.5002,"171.5475"
"Devontae Booker - DEN","RB",8.42470769230769,"140.865",6.88623846153846,"135.56"
"Clive Walford - OAK","TE",9.49655384615385,"172.09",5.96504615384615,"151.598"
"Saints - NO","DST",6.16049230769231,"null",6.16049230769231,"160.22"
"Chris Hogan - NE","WR",9.46333846153846,"150.155",5.76264615384615,"145.608"
"Jerick McKinnon - MIN","RB",8.19319230769231,"151.67",5.85708461538462,"145.3667"
"Cole Beasley - DAL","WR",9.21967692307692,"221.04",5.6466,"160.085"
"Tevin Coleman - ATL","RB",8.08962307692308,"128.455",6.47200769230769,"135.266"
"Caleb Sturgis - PHI","K",7.02135384615385,"null",7.02135384615385,"160.32"
"C.J. Spiller - NO","RB",8.01791538461539,"192.94",5.13807692307692,"169.5975"
"Javorius Allen - BAL","RB",7.99091538461539,"177.21",5.64922307692308,"161.745"
"Ted Ginn - CAR","WR",9.08084615384615,"170.62",6.38822307692308,"142.35"
"Blaine Gabbert - SF","QB",17.4157692307692,"216.8",16.3542307692308,"160.405"
"Shaun Draughn - SF","RB",7.88650769230769,"190.12",5.37930769230769,"170.4933"
"Dion Lewis - NE","RB",7.83033846153846,"142.6",5.42695384615385,"126.994"
"Jermaine Kearse - SEA","WR",8.89657692307692,"210.3",5.93132307692308,"171.1975"
"Davante Adams - GB","WR",8.82266153846154,"176.55",5.41303076923077,"153.3425"
"Jordan Cameron - MIA","TE",8.76188461538461,"185.27",5.46267692307692,"159.382"
"Kai Forbath - NO","K",6.62670769230769,"null",6.62670769230769,"160.43"
"Spencer Ware - KC","RB",7.61105384615385,"146.65",6.45095384615385,"135.88"
"Vance McDonald - SF","TE",8.45790769230769,"178.19",5.13777692307692,"162.504"
"Cody Parkey - FA","K",6.29587692307692,"null",6.29587692307692,"150.76"
"Jacob Tamme - ATL","TE",8.40420769230769,"null",4.79179230769231,"164.3833"
"Virgil Green - DEN","TE",8.40255384615385,"181.28",4.78813076923077,"157.152"
"Jamison Crowder - WAS","WR",8.41426153846154,"202.45",4.91537692307692,"160.46"
"Benny Cunningham - LA","RB",7.31579230769231,"215.47",4.67262307692308,"168.7"
